PART NUMBER,GROUP,CUST PRICE,RET PRICE,CATEGORY
002136,PRICEGROUP6,32.9518,81.8109,3031
002136,PRICEGROUP7,40.9055,81.8109,3021
002140,PRICEGROUP1,32.9518,81.8109,3050
002140,PRICEGROUP2,32.9518,81.8109,3040
002140,PRICEGROUP3,36.3609,81.8109,3030
002140,PRICEGROUP4,40.9055,81.8109,3020
002140,PRICEGROUP5,44.3137,81.8109,3010
002140,PRICEGROUP6,32.9518,81.8109,3031
002140,PRICEGROUP7,40.9055,81.8109,3021
002196,PRICEGROUP1,32.9518,81.8109,3050
002196,PRICEGROUP2,32.9518,81.8109,3040
002196,PRICEGROUP3,36.3609,81.8109,3030
002196,PRICEGROUP4,40.9055,81.8109,3020
002196,PRICEGROUP5,44.3137,81.8109,3010
002196,PRICEGROUP6,32.9518,81.8109,3031
002196,PRICEGROUP7,40.9055,81.8109,3021
002200,PRICEGROUP1,35.5907,88.3627,3050
002200,PRICEGROUP2,35.5907,88.3627,3040
002200,PRICEGROUP3,39.2728,88.3627,3030
002200,PRICEGROUP4,44.1814,88.3627,3020
002200,PRICEGROUP5,47.8625,88.3627,3010
002200,PRICEGROUP6,35.5907,88.3627,3031
002200,PRICEGROUP7,44.1814,88.3627,3021
002200UC,PRICEGROUP1,35.5907,88.3627,3050
002200UC,PRICEGROUP2,35.5907,88.3627,3040
002200UC,PRICEGROUP3,39.2728,88.3627,3030
002200UC,PRICEGROUP4,44.1814,88.3627,3020
002200UC,PRICEGROUP5,47.8625,88.3627,3010
002200UC,PRICEGROUP6,35.5907,88.3627,3031
002200UC,PRICEGROUP7,44.1814,88.3627,3021
002202,PRICEGROUP1,32.9518,81.8109,3050
002202,PRICEGROUP2,32.9518,81.8109,3040
002202,PRICEGROUP3,36.3609,81.8109,3030
002202,PRICEGROUP4,40.9055,81.8109,3020
002202,PRICEGROUP5,44.3137,81.8109,3010
002202,PRICEGROUP6,32.9518,81.8109,3031
002202,PRICEGROUP7,40.9055,81.8109,3021
002210,PRICEGROUP1,35.5907,88.3627,3050
002210,PRICEGROUP2,35.5907,88.3627,3040
002210,PRICEGROUP3,39.2728,88.3627,3030
002210,PRICEGROUP4,44.1814,88.3627,3020
002210,PRICEGROUP5,47.8625,88.3627,3010
002210,PRICEGROUP6,35.5907,88.3627,3031
002210,PRICEGROUP7,44.1814,88.3627,3021
